Tipo de hogar;Gastos totales, medios y distribución porcentual;Grupos de gasto (2 dígitos);Periodo;Total
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 6. Salud;2008;718,77
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 6. Salud;2007;521,59
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 6. Salud;2006;521,65
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 7. Transportes;2015;1.865,46
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 7. Transportes;2014;2.109,16
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 7. Transportes;2013;1.832,37
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 7. Transportes;2012;2.099,23
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 7. Transportes;2011;2.197,16
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 7. Transportes;2010;2.119,25
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 7. Transportes;2009;2.292,67
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 7. Transportes;2008;2.641,81
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 7. Transportes;2007;2.490,45
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 7. Transportes;2006;2.906,76
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 8. Comunicaciones;2015;562,20
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 8. Comunicaciones;2014;582,96
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 8. Comunicaciones;2013;603,35
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 8. Comunicaciones;2012;618,33
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 8. Comunicaciones;2011;659,50
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 8. Comunicaciones;2010;705,19
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 8. Comunicaciones;2009;728,44
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 8. Comunicaciones;2008;754,30
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 8. Comunicaciones;2007;715,35
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 8. Comunicaciones;2006;656,16
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2015;1.021,59
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2014;1.023,03
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2013;1.068,37
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2012;1.034,89
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2011;1.266,75
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2010;1.266,74
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2009;1.531,75
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2008;1.479,68
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2007;1.409,84
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2006;1.395,35
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 10. Enseñanza;2015;123,18
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 10. Enseñanza;2014;124,96
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 10. Enseñanza;2013;125,59
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 10. Enseñanza;2012;109,06
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 10. Enseñanza;2011;81,36
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 10. Enseñanza;2010;109,23
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 10. Enseñanza;2009;75,28
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 10. Enseñanza;2008;86,07
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 10. Enseñanza;2007;89,84
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 10. Enseñanza;2006;115,12
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2015;1.866,04
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2014;1.747,41
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2013;1.668,62
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2012;1.737,14
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2011;1.949,82
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2010;1.828,03
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2009;2.036,83
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2008;2.288,65
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2007;2.244,39
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2006;2.070,75
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2015;1.219,00
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2014;1.178,59
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2013;1.178,74
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2012;1.221,84
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2011;1.394,98
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2010;1.354,67
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2009;1.607,09
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2008;1.596,47
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2007;1.819,23
Persona sola con menos de 65 años;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2006;1.641,09
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2015;2.106,68
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2014;1.939,58
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2013;1.978,92
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2012;1.909,39
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2011;1.936,44
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2010;1.955,36
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2009;2.018,66
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2008;2.071,42
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2007;2.126,13
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2006;1.910,00
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2015;355,12
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2014;360,23
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2013;387,14
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2012;377,21
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2011;413,80
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2010;382,43
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2009;389,99
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2008;377,46
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2007;352,90
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2006;324,36
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2015;830,58
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2014;831,78
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2013;833,32
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2012;838,45
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2011;920,24
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2010;1.074,52
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2009;974,03
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2008;1.182,86
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2007;1.202,14
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2006;1.251,31
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2015;6.796,20
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2014;6.967,13
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2013;7.084,13
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2012;7.459,66
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2011;7.378,25
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2010;7.179,39
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2009;7.425,03
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2008;7.166,68
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2007;6.495,07
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2006;6.348,28
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2015;697,50
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2014;639,56
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2013;711,95
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2012;729,29
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2011;886,26
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2010;885,66
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2009;1.043,33
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2008;1.044,08
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2007;1.209,00
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2006;1.439,92
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 6. Salud;2015;500,72
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 6. Salud;2014;525,98
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 6. Salud;2013;452,86
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 6. Salud;2012;477,93
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 6. Salud;2011;541,89
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 6. Salud;2010;608,99
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 6. Salud;2009;638,54
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 6. Salud;2008;718,77
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 6. Salud;2007;521,59
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 6. Salud;2006;521,65
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 7. Transportes;2015;1.865,46
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 7. Transportes;2014;2.109,16
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 7. Transportes;2013;1.832,37
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 7. Transportes;2012;2.099,23
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 7. Transportes;2011;2.197,16
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 7. Transportes;2010;2.119,25
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 7. Transportes;2009;2.292,67
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 7. Transportes;2008;2.641,81
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 7. Transportes;2007;2.490,45
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 7. Transportes;2006;2.906,76
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 8. Comunicaciones;2015;562,20
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 8. Comunicaciones;2014;582,96
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 8. Comunicaciones;2013;603,35
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 8. Comunicaciones;2012;618,33
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 8. Comunicaciones;2011;659,50
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 8. Comunicaciones;2010;705,19
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 8. Comunicaciones;2009;728,44
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 8. Comunicaciones;2008;754,30
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 8. Comunicaciones;2007;715,35
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 8. Comunicaciones;2006;656,16
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2015;1.021,59
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2014;1.023,03
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2013;1.068,37
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2012;1.034,89
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2011;1.266,75
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2010;1.266,74
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2009;1.531,75
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2008;1.479,68
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2007;1.409,84
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2006;1.395,35
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 10. Enseñanza;2015;123,18
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 10. Enseñanza;2014;124,96
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 10. Enseñanza;2013;125,59
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 10. Enseñanza;2012;109,06
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 10. Enseñanza;2011;81,36
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 10. Enseñanza;2010;109,23
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 10. Enseñanza;2009;75,28
Persona sola con menos de 65 años;Gasto medio por persona;Grupo 10. Enseñanza;2008;86,07
