Comunidad autónoma de residencia;Tipo de hogar (reducida);Gastos totales, medios, distribución e índice;Periodo;Total
Total Nacional;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2008;17.983,15
Total Nacional;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2007;18.543,73
Total Nacional;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2006;17.645,30
Total Nacional;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2019;81,50
Total Nacional;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2018;80,64
Total Nacional;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2017;81,08
Total Nacional;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2016;81,41
Total Nacional;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2015;80,49
Total Nacional;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2014;79,15
Total Nacional;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2013;80,53
Total Nacional;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2012;81,65
Total Nacional;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2011;83,05
Total Nacional;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2010;84,63
Total Nacional;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2009;83,90
Total Nacional;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2008;84,20
Total Nacional;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2007;87,96
Total Nacional;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2006;88,16
Total Nacional;Otros hogares;Gasto total;2019;229.001.600,20
Total Nacional;Otros hogares;Gasto total;2018;221.614.666,14
Total Nacional;Otros hogares;Gasto total;2017;219.584.360,28
Total Nacional;Otros hogares;Gasto total;2016;207.946.193,98
Total Nacional;Otros hogares;Gasto total;2015;204.222.836,16
Total Nacional;Otros hogares;Gasto total;2014;197.287.523,85
Total Nacional;Otros hogares;Gasto total;2013;202.047.818,93
Total Nacional;Otros hogares;Gasto total;2012;214.709.058,92
Total Nacional;Otros hogares;Gasto total;2011;224.679.217,01
Total Nacional;Otros hogares;Gasto total;2010;231.591.167,58
Total Nacional;Otros hogares;Gasto total;2009;238.441.537,51
Total Nacional;Otros hogares;Gasto total;2008;256.225.708,10
Total Nacional;Otros hogares;Gasto total;2007;253.757.652,39
Total Nacional;Otros hogares;Gasto total;2006;242.358.634,85
Total Nacional;Otros hogares;Distribución porcentual;2019;40,40
Total Nacional;Otros hogares;Distribución porcentual;2018;39,83
Total Nacional;Otros hogares;Distribución porcentual;2017;40,64
Total Nacional;Otros hogares;Distribución porcentual;2016;39,98
Total Nacional;Otros hogares;Distribución porcentual;2015;40,46
Total Nacional;Otros hogares;Distribución porcentual;2014;39,79
Total Nacional;Otros hogares;Distribución porcentual;2013;40,86
Total Nacional;Otros hogares;Distribución porcentual;2012;42,09
Total Nacional;Otros hogares;Distribución porcentual;2011;43,01
Total Nacional;Otros hogares;Distribución porcentual;2010;44,51
Total Nacional;Otros hogares;Distribución porcentual;2009;45,35
Total Nacional;Otros hogares;Distribución porcentual;2008;47,25
Total Nacional;Otros hogares;Distribución porcentual;2007;48,10
Total Nacional;Otros hogares;Distribución porcentual;2006;49,47
Total Nacional;Otros hogares;Gasto medio por hogar;2019;35.323,73
Total Nacional;Otros hogares;Gasto medio por hogar;2018;35.191,64
Total Nacional;Otros hogares;Gasto medio por hogar;2017;34.455,78
Total Nacional;Otros hogares;Gasto medio por hogar;2016;33.226,17
Total Nacional;Otros hogares;Gasto medio por hogar;2015;32.366,43
Total Nacional;Otros hogares;Gasto medio por hogar;2014;31.773,97
Total Nacional;Otros hogares;Gasto medio por hogar;2013;32.185,25
Total Nacional;Otros hogares;Gasto medio por hogar;2012;33.494,46
Total Nacional;Otros hogares;Gasto medio por hogar;2011;34.620,05
Total Nacional;Otros hogares;Gasto medio por hogar;2010;35.338,07
Total Nacional;Otros hogares;Gasto medio por hogar;2009;36.291,38
Total Nacional;Otros hogares;Gasto medio por hogar;2008;38.750,63
Total Nacional;Otros hogares;Gasto medio por hogar;2007;38.298,14
Total Nacional;Otros hogares;Gasto medio por hogar;2006;36.993,69
Total Nacional;Otros hogares;Gasto medio por persona;2019;10.313,14
Total Nacional;Otros hogares;Gasto medio por persona;2018;10.315,17
Total Nacional;Otros hogares;Gasto medio por persona;2017;10.167,78
Total Nacional;Otros hogares;Gasto medio por persona;2016;9.760,61
Total Nacional;Otros hogares;Gasto medio por persona;2015;9.483,94
Total Nacional;Otros hogares;Gasto medio por persona;2014;9.272,31
Total Nacional;Otros hogares;Gasto medio por persona;2013;9.342,02
Total Nacional;Otros hogares;Gasto medio por persona;2012;9.649,04
Total Nacional;Otros hogares;Gasto medio por persona;2011;9.890,26
Total Nacional;Otros hogares;Gasto medio por persona;2010;9.962,04
Total Nacional;Otros hogares;Gasto medio por persona;2009;10.098,54
Total Nacional;Otros hogares;Gasto medio por persona;2008;10.702,65
Total Nacional;Otros hogares;Gasto medio por persona;2007;10.516,50
Total Nacional;Otros hogares;Gasto medio por persona;2006;10.064,55
Total Nacional;Otros hogares;Gasto medio por unidad de consumo;2019;16.280,40
Total Nacional;Otros hogares;Gasto medio por unidad de consumo;2018;16.264,93
Total Nacional;Otros hogares;Gasto medio por unidad de consumo;2017;16.023,35
Total Nacional;Otros hogares;Gasto medio por unidad de consumo;2016;15.395,71
Total Nacional;Otros hogares;Gasto medio por unidad de consumo;2015;14.974,88
Total Nacional;Otros hogares;Gasto medio por unidad de consumo;2014;14.648,73
Total Nacional;Otros hogares;Gasto medio por unidad de consumo;2013;14.778,84
Total Nacional;Otros hogares;Gasto medio por unidad de consumo;2012;15.305,80
Total Nacional;Otros hogares;Gasto medio por unidad de consumo;2011;15.729,61
Total Nacional;Otros hogares;Gasto medio por unidad de consumo;2010;15.894,33
Total Nacional;Otros hogares;Gasto medio por unidad de consumo;2009;16.159,91
Total Nacional;Otros hogares;Gasto medio por unidad de consumo;2008;17.146,65
Total Nacional;Otros hogares;Gasto medio por unidad de consumo;2007;16.865,00
Total Nacional;Otros hogares;Gasto medio por unidad de consumo;2006;16.177,13
Total Nacional;Otros hogares;Índice sobre la media del gmp;2019;84,87
Total Nacional;Otros hogares;Índice sobre la media del gmp;2018;85,82
Total Nacional;Otros hogares;Índice sobre la media del gmp;2017;86,71
Total Nacional;Otros hogares;Índice sobre la media del gmp;2016;86,28
Total Nacional;Otros hogares;Índice sobre la media del gmp;2015;86,36
Total Nacional;Otros hogares;Índice sobre la media del gmp;2014;86,01
Total Nacional;Otros hogares;Índice sobre la media del gmp;2013;87,18
Total Nacional;Otros hogares;Índice sobre la media del gmp;2012;87,62
Total Nacional;Otros hogares;Índice sobre la media del gmp;2011;87,67
Total Nacional;Otros hogares;Índice sobre la media del gmp;2010;88,35
Total Nacional;Otros hogares;Índice sobre la media del gmp;2009;88,28
Total Nacional;Otros hogares;Índice sobre la media del gmp;2008;89,98
Total Nacional;Otros hogares;Índice sobre la media del gmp;2007;89,44
Total Nacional;Otros hogares;Índice sobre la media del gmp;2006;90,44
01 Andalucía;Total;Gasto total;2019;88.952.733,03
01 Andalucía;Total;Gasto total;2018;90.365.143,19
01 Andalucía;Total;Gasto total;2017;88.109.140,74
01 Andalucía;Total;Gasto total;2016;82.830.738,01
01 Andalucía;Total;Gasto total;2015;77.718.706,83
01 Andalucía;Total;Gasto total;2014;77.155.542,10
01 Andalucía;Total;Gasto total;2013;76.328.492,76
01 Andalucía;Total;Gasto total;2012;79.500.700,40
01 Andalucía;Total;Gasto total;2011;83.218.256,02
01 Andalucía;Total;Gasto total;2010;84.143.340,95
01 Andalucía;Total;Gasto total;2009;84.152.140,43
01 Andalucía;Total;Gasto total;2008;87.610.900,57
01 Andalucía;Total;Gasto total;2007;83.756.062,51
01 Andalucía;Total;Gasto total;2006;77.592.170,00
01 Andalucía;Total;Distribución porcentual;2019;100,00
01 Andalucía;Total;Distribución porcentual;2018;100,00
01 Andalucía;Total;Distribución porcentual;2017;100,00
01 Andalucía;Total;Distribución porcentual;2016;100,00
01 Andalucía;Total;Distribución porcentual;2015;100,00
01 Andalucía;Total;Distribución porcentual;2014;100,00
01 Andalucía;Total;Distribución porcentual;2013;100,00
01 Andalucía;Total;Distribución porcentual;2012;100,00
01 Andalucía;Total;Distribución porcentual;2011;100,00
01 Andalucía;Total;Distribución porcentual;2010;100,00
01 Andalucía;Total;Distribución porcentual;2009;100,00
01 Andalucía;Total;Distribución porcentual;2008;100,00
01 Andalucía;Total;Distribución porcentual;2007;100,00
01 Andalucía;Total;Distribución porcentual;2006;100,00
01 Andalucía;Total;Gasto medio por hogar;2019;27.532,66
01 Andalucía;Total;Gasto medio por hogar;2018;28.065,66
01 Andalucía;Total;Gasto medio por hogar;2017;27.455,86
01 Andalucía;Total;Gasto medio por hogar;2016;25.877,94
01 Andalucía;Total;Gasto medio por hogar;2015;24.396,54
01 Andalucía;Total;Gasto medio por hogar;2014;24.388,32
01 Andalucía;Total;Gasto medio por hogar;2013;24.349,51
01 Andalucía;Total;Gasto medio por hogar;2012;25.642,98
01 Andalucía;Total;Gasto medio por hogar;2011;27.203,92
01 Andalucía;Total;Gasto medio por hogar;2010;27.957,47
01 Andalucía;Total;Gasto medio por hogar;2009;28.454,88
01 Andalucía;Total;Gasto medio por hogar;2008;30.212,72
01 Andalucía;Total;Gasto medio por hogar;2007;29.595,55
01 Andalucía;Total;Gasto medio por hogar;2006;28.154,16
01 Andalucía;Total;Gasto medio por persona;2019;10.602,70
01 Andalucía;Total;Gasto medio por persona;2018;10.819,08
01 Andalucía;Total;Gasto medio por persona;2017;10.555,12
01 Andalucía;Total;Gasto medio por persona;2016;9.925,44
01 Andalucía;Total;Gasto medio por persona;2015;9.314,44
01 Andalucía;Total;Gasto medio por persona;2014;9.256,56
01 Andalucía;Total;Gasto medio por persona;2013;9.160,16
01 Andalucía;Total;Gasto medio por persona;2012;9.546,42
01 Andalucía;Total;Gasto medio por persona;2011;10.027,56
01 Andalucía;Total;Gasto medio por persona;2010;10.199,38
01 Andalucía;Total;Gasto medio por persona;2009;10.270,88
01 Andalucía;Total;Gasto medio por persona;2008;10.790,99
01 Andalucía;Total;Gasto medio por persona;2007;10.460,01
01 Andalucía;Total;Gasto medio por persona;2006;9.846,48
01 Andalucía;Total;Gasto medio por unidad de consumo;2019;15.951,61
01 Andalucía;Total;Gasto medio por unidad de consumo;2018;16.285,96
01 Andalucía;Total;Gasto medio por unidad de consumo;2017;15.905,94
01 Andalucía;Total;Gasto medio por unidad de consumo;2016;14.978,65
01 Andalucía;Total;Gasto medio por unidad de consumo;2015;14.078,99
01 Andalucía;Total;Gasto medio por unidad de consumo;2014;14.022,84
01 Andalucía;Total;Gasto medio por unidad de consumo;2013;13.916,09
01 Andalucía;Total;Gasto medio por unidad de consumo;2012;14.543,77
01 Andalucía;Total;Gasto medio por unidad de consumo;2011;15.331,88
01 Andalucía;Total;Gasto medio por unidad de consumo;2010;15.624,40
01 Andalucía;Total;Gasto medio por unidad de consumo;2009;15.779,98
01 Andalucía;Total;Gasto medio por unidad de consumo;2008;16.611,94
01 Andalucía;Total;Gasto medio por unidad de consumo;2007;16.156,91
01 Andalucía;Total;Gasto medio por unidad de consumo;2006;15.263,92
01 Andalucía;Total;Índice sobre la media del gmp;2019;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2018;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2017;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2016;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2015;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2014;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2013;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2012;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2011;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2010;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2009;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2008;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2007;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2006;100,00
01 Andalucía;Persona o pareja de 65 o más años;Gasto total;2019;14.653.008,72
01 Andalucía;Persona o pareja de 65 o más años;Gasto total;2018;15.321.841,96
01 Andalucía;Persona o pareja de 65 o más años;Gasto total;2017;14.452.226,91
01 Andalucía;Persona o pareja de 65 o más años;Gasto total;2016;12.872.378,43
01 Andalucía;Persona o pareja de 65 o más años;Gasto total;2015;10.995.018,15
01 Andalucía;Persona o pareja de 65 o más años;Gasto total;2014;11.865.428,60
01 Andalucía;Persona o pareja de 65 o más años;Gasto total;2013;11.292.339,68
01 Andalucía;Persona o pareja de 65 o más años;Gasto total;2012;11.165.211,59
01 Andalucía;Persona o pareja de 65 o más años;Gasto total;2011;10.859.904,84
01 Andalucía;Persona o pareja de 65 o más años;Gasto total;2010;9.130.327,63
01 Andalucía;Persona o pareja de 65 o más años;Gasto total;2009;9.103.454,01
01 Andalucía;Persona o pareja de 65 o más años;Gasto total;2008;8.801.003,16
01 Andalucía;Persona o pareja de 65 o más años;Gasto total;2007;8.342.603,59
01 Andalucía;Persona o pareja de 65 o más años;Gasto total;2006;7.941.658,46
01 Andalucía;Persona o pareja de 65 o más años;Distribución porcentual;2019;16,47
01 Andalucía;Persona o pareja de 65 o más años;Distribución porcentual;2018;16,96
