Comunidad autónoma de residencia;Tamaño del hogar (reducida);Gastos totales, medios, distribución e índice;Periodo;Total
01 Andalucía;Total;Distribución porcentual;2010;100,00
01 Andalucía;Total;Distribución porcentual;2009;100,00
01 Andalucía;Total;Distribución porcentual;2008;100,00
01 Andalucía;Total;Distribución porcentual;2007;100,00
01 Andalucía;Total;Distribución porcentual;2006;100,00
01 Andalucía;Total;Gasto medio por hogar;2019;27.532,66
01 Andalucía;Total;Gasto medio por hogar;2018;28.065,66
01 Andalucía;Total;Gasto medio por hogar;2017;27.455,86
01 Andalucía;Total;Gasto medio por hogar;2016;25.877,94
01 Andalucía;Total;Gasto medio por hogar;2015;24.396,54
01 Andalucía;Total;Gasto medio por hogar;2014;24.388,32
01 Andalucía;Total;Gasto medio por hogar;2013;24.349,51
01 Andalucía;Total;Gasto medio por hogar;2012;25.642,98
01 Andalucía;Total;Gasto medio por hogar;2011;27.203,92
01 Andalucía;Total;Gasto medio por hogar;2010;27.957,47
01 Andalucía;Total;Gasto medio por hogar;2009;28.454,88
01 Andalucía;Total;Gasto medio por hogar;2008;30.212,72
01 Andalucía;Total;Gasto medio por hogar;2007;29.595,55
01 Andalucía;Total;Gasto medio por hogar;2006;28.154,16
01 Andalucía;Total;Gasto medio por persona;2019;10.602,70
01 Andalucía;Total;Gasto medio por persona;2018;10.819,08
01 Andalucía;Total;Gasto medio por persona;2017;10.555,12
01 Andalucía;Total;Gasto medio por persona;2016;9.925,44
01 Andalucía;Total;Gasto medio por persona;2015;9.314,44
01 Andalucía;Total;Gasto medio por persona;2014;9.256,56
01 Andalucía;Total;Gasto medio por persona;2013;9.160,16
01 Andalucía;Total;Gasto medio por persona;2012;9.546,42
01 Andalucía;Total;Gasto medio por persona;2011;10.027,56
01 Andalucía;Total;Gasto medio por persona;2010;10.199,38
01 Andalucía;Total;Gasto medio por persona;2009;10.270,88
01 Andalucía;Total;Gasto medio por persona;2008;10.790,99
01 Andalucía;Total;Gasto medio por persona;2007;10.460,01
01 Andalucía;Total;Gasto medio por persona;2006;9.846,48
01 Andalucía;Total;Gasto medio por unidad de consumo;2019;15.951,61
01 Andalucía;Total;Gasto medio por unidad de consumo;2018;16.285,96
01 Andalucía;Total;Gasto medio por unidad de consumo;2017;15.905,94
01 Andalucía;Total;Gasto medio por unidad de consumo;2016;14.978,65
01 Andalucía;Total;Gasto medio por unidad de consumo;2015;14.078,99
01 Andalucía;Total;Gasto medio por unidad de consumo;2014;14.022,84
01 Andalucía;Total;Gasto medio por unidad de consumo;2013;13.916,09
01 Andalucía;Total;Gasto medio por unidad de consumo;2012;14.543,77
01 Andalucía;Total;Gasto medio por unidad de consumo;2011;15.331,88
01 Andalucía;Total;Gasto medio por unidad de consumo;2010;15.624,40
01 Andalucía;Total;Gasto medio por unidad de consumo;2009;15.779,98
01 Andalucía;Total;Gasto medio por unidad de consumo;2008;16.611,94
01 Andalucía;Total;Gasto medio por unidad de consumo;2007;16.156,91
01 Andalucía;Total;Gasto medio por unidad de consumo;2006;15.263,92
01 Andalucía;Total;Índice sobre la media del gmp;2019;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2018;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2017;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2016;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2015;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2014;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2013;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2012;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2011;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2010;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2009;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2008;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2007;100,00
01 Andalucía;Total;Índice sobre la media del gmp;2006;100,00
01 Andalucía;1 miembro;Gasto total;2019;13.380.610,08
01 Andalucía;1 miembro;Gasto total;2018;14.960.046,61
01 Andalucía;1 miembro;Gasto total;2017;13.248.488,39
01 Andalucía;1 miembro;Gasto total;2016;11.719.181,73
01 Andalucía;1 miembro;Gasto total;2015;11.386.476,64
01 Andalucía;1 miembro;Gasto total;2014;11.099.300,33
01 Andalucía;1 miembro;Gasto total;2013;10.650.308,77
01 Andalucía;1 miembro;Gasto total;2012;10.654.094,56
01 Andalucía;1 miembro;Gasto total;2011;10.532.854,85
01 Andalucía;1 miembro;Gasto total;2010;10.517.984,51
01 Andalucía;1 miembro;Gasto total;2009;10.125.808,04
01 Andalucía;1 miembro;Gasto total;2008;9.388.037,44
01 Andalucía;1 miembro;Gasto total;2007;8.611.511,55
01 Andalucía;1 miembro;Gasto total;2006;7.546.319,12
01 Andalucía;1 miembro;Distribución porcentual;2019;15,04
01 Andalucía;1 miembro;Distribución porcentual;2018;16,56
01 Andalucía;1 miembro;Distribución porcentual;2017;15,04
01 Andalucía;1 miembro;Distribución porcentual;2016;14,15
01 Andalucía;1 miembro;Distribución porcentual;2015;14,65
01 Andalucía;1 miembro;Distribución porcentual;2014;14,39
01 Andalucía;1 miembro;Distribución porcentual;2013;13,95
01 Andalucía;1 miembro;Distribución porcentual;2012;13,40
01 Andalucía;1 miembro;Distribución porcentual;2011;12,66
01 Andalucía;1 miembro;Distribución porcentual;2010;12,50
01 Andalucía;1 miembro;Distribución porcentual;2009;12,03
01 Andalucía;1 miembro;Distribución porcentual;2008;10,72
01 Andalucía;1 miembro;Distribución porcentual;2007;10,28
01 Andalucía;1 miembro;Distribución porcentual;2006;9,73
01 Andalucía;1 miembro;Gasto medio por hogar;2019;17.446,46
01 Andalucía;1 miembro;Gasto medio por hogar;2018;19.674,74
01 Andalucía;1 miembro;Gasto medio por hogar;2017;17.635,24
01 Andalucía;1 miembro;Gasto medio por hogar;2016;15.684,10
01 Andalucía;1 miembro;Gasto medio por hogar;2015;15.487,85
01 Andalucía;1 miembro;Gasto medio por hogar;2014;15.626,81
01 Andalucía;1 miembro;Gasto medio por hogar;2013;15.529,62
01 Andalucía;1 miembro;Gasto medio por hogar;2012;16.160,79
01 Andalucía;1 miembro;Gasto medio por hogar;2011;16.561,69
01 Andalucía;1 miembro;Gasto medio por hogar;2010;16.964,35
01 Andalucía;1 miembro;Gasto medio por hogar;2009;16.785,64
01 Andalucía;1 miembro;Gasto medio por hogar;2008;16.022,19
01 Andalucía;1 miembro;Gasto medio por hogar;2007;15.203,77
01 Andalucía;1 miembro;Gasto medio por hogar;2006;13.813,46
01 Andalucía;1 miembro;Gasto medio por persona;2019;17.446,46
01 Andalucía;1 miembro;Gasto medio por persona;2018;19.674,74
01 Andalucía;1 miembro;Gasto medio por persona;2017;17.635,24
01 Andalucía;1 miembro;Gasto medio por persona;2016;15.684,10
01 Andalucía;1 miembro;Gasto medio por persona;2015;15.487,85
01 Andalucía;1 miembro;Gasto medio por persona;2014;15.626,81
01 Andalucía;1 miembro;Gasto medio por persona;2013;15.529,62
01 Andalucía;1 miembro;Gasto medio por persona;2012;16.160,79
01 Andalucía;1 miembro;Gasto medio por persona;2011;16.561,69
01 Andalucía;1 miembro;Gasto medio por persona;2010;16.964,35
01 Andalucía;1 miembro;Gasto medio por persona;2009;16.785,64
01 Andalucía;1 miembro;Gasto medio por persona;2008;16.022,19
01 Andalucía;1 miembro;Gasto medio por persona;2007;15.203,77
01 Andalucía;1 miembro;Gasto medio por persona;2006;13.813,46
01 Andalucía;1 miembro;Gasto medio por unidad de consumo;2019;17.446,46
01 Andalucía;1 miembro;Gasto medio por unidad de consumo;2018;19.674,74
01 Andalucía;1 miembro;Gasto medio por unidad de consumo;2017;17.635,24
01 Andalucía;1 miembro;Gasto medio por unidad de consumo;2016;15.684,10
01 Andalucía;1 miembro;Gasto medio por unidad de consumo;2015;15.487,85
01 Andalucía;1 miembro;Gasto medio por unidad de consumo;2014;15.626,81
01 Andalucía;1 miembro;Gasto medio por unidad de consumo;2013;15.529,62
01 Andalucía;1 miembro;Gasto medio por unidad de consumo;2012;16.160,79
01 Andalucía;1 miembro;Gasto medio por unidad de consumo;2011;16.561,69
01 Andalucía;1 miembro;Gasto medio por unidad de consumo;2010;16.964,35
01 Andalucía;1 miembro;Gasto medio por unidad de consumo;2009;16.785,64
01 Andalucía;1 miembro;Gasto medio por unidad de consumo;2008;16.022,19
01 Andalucía;1 miembro;Gasto medio por unidad de consumo;2007;15.203,77
01 Andalucía;1 miembro;Gasto medio por unidad de consumo;2006;13.813,46
01 Andalucía;1 miembro;Índice sobre la media del gmp;2019;164,55
01 Andalucía;1 miembro;Índice sobre la media del gmp;2018;181,85
01 Andalucía;1 miembro;Índice sobre la media del gmp;2017;167,08
01 Andalucía;1 miembro;Índice sobre la media del gmp;2016;158,02
01 Andalucía;1 miembro;Índice sobre la media del gmp;2015;166,28
01 Andalucía;1 miembro;Índice sobre la media del gmp;2014;168,82
01 Andalucía;1 miembro;Índice sobre la media del gmp;2013;169,53
01 Andalucía;1 miembro;Índice sobre la media del gmp;2012;169,29
01 Andalucía;1 miembro;Índice sobre la media del gmp;2011;165,16
01 Andalucía;1 miembro;Índice sobre la media del gmp;2010;166,33
01 Andalucía;1 miembro;Índice sobre la media del gmp;2009;163,43
01 Andalucía;1 miembro;Índice sobre la media del gmp;2008;148,48
01 Andalucía;1 miembro;Índice sobre la media del gmp;2007;145,35
01 Andalucía;1 miembro;Índice sobre la media del gmp;2006;140,29
01 Andalucía;2 miembros;Gasto total;2019;24.433.192,69
01 Andalucía;2 miembros;Gasto total;2018;24.322.489,56
01 Andalucía;2 miembros;Gasto total;2017;23.565.117,61
01 Andalucía;2 miembros;Gasto total;2016;22.867.049,22
01 Andalucía;2 miembros;Gasto total;2015;21.105.275,23
01 Andalucía;2 miembros;Gasto total;2014;22.189.978,78
01 Andalucía;2 miembros;Gasto total;2013;20.828.964,86
01 Andalucía;2 miembros;Gasto total;2012;20.990.227,66
01 Andalucía;2 miembros;Gasto total;2011;21.723.633,86
01 Andalucía;2 miembros;Gasto total;2010;20.877.587,77
01 Andalucía;2 miembros;Gasto total;2009;21.171.031,21
01 Andalucía;2 miembros;Gasto total;2008;20.875.637,14
01 Andalucía;2 miembros;Gasto total;2007;19.178.251,44
01 Andalucía;2 miembros;Gasto total;2006;17.072.407,70
01 Andalucía;2 miembros;Distribución porcentual;2019;27,47
01 Andalucía;2 miembros;Distribución porcentual;2018;26,92
01 Andalucía;2 miembros;Distribución porcentual;2017;26,75
01 Andalucía;2 miembros;Distribución porcentual;2016;27,61
01 Andalucía;2 miembros;Distribución porcentual;2015;27,16
01 Andalucía;2 miembros;Distribución porcentual;2014;28,76
01 Andalucía;2 miembros;Distribución porcentual;2013;27,29
01 Andalucía;2 miembros;Distribución porcentual;2012;26,40
01 Andalucía;2 miembros;Distribución porcentual;2011;26,10
01 Andalucía;2 miembros;Distribución porcentual;2010;24,81
01 Andalucía;2 miembros;Distribución porcentual;2009;25,16
01 Andalucía;2 miembros;Distribución porcentual;2008;23,83
01 Andalucía;2 miembros;Distribución porcentual;2007;22,90
01 Andalucía;2 miembros;Distribución porcentual;2006;22,00
01 Andalucía;2 miembros;Gasto medio por hogar;2019;26.514,86
01 Andalucía;2 miembros;Gasto medio por hogar;2018;26.603,46
01 Andalucía;2 miembros;Gasto medio por hogar;2017;25.835,69
01 Andalucía;2 miembros;Gasto medio por hogar;2016;25.201,65
01 Andalucía;2 miembros;Gasto medio por hogar;2015;23.448,28
01 Andalucía;2 miembros;Gasto medio por hogar;2014;24.648,46
01 Andalucía;2 miembros;Gasto medio por hogar;2013;23.502,70
01 Andalucía;2 miembros;Gasto medio por hogar;2012;24.232,98
01 Andalucía;2 miembros;Gasto medio por hogar;2011;25.738,70
01 Andalucía;2 miembros;Gasto medio por hogar;2010;25.556,46
01 Andalucía;2 miembros;Gasto medio por hogar;2009;26.832,94
01 Andalucía;2 miembros;Gasto medio por hogar;2008;27.463,68
01 Andalucía;2 miembros;Gasto medio por hogar;2007;26.320,78
01 Andalucía;2 miembros;Gasto medio por hogar;2006;24.496,11
01 Andalucía;2 miembros;Gasto medio por persona;2019;13.257,43
01 Andalucía;2 miembros;Gasto medio por persona;2018;13.301,73
01 Andalucía;2 miembros;Gasto medio por persona;2017;12.917,85
01 Andalucía;2 miembros;Gasto medio por persona;2016;12.600,82
01 Andalucía;2 miembros;Gasto medio por persona;2015;11.724,14
01 Andalucía;2 miembros;Gasto medio por persona;2014;12.324,23
01 Andalucía;2 miembros;Gasto medio por persona;2013;11.751,35
01 Andalucía;2 miembros;Gasto medio por persona;2012;12.116,49
01 Andalucía;2 miembros;Gasto medio por persona;2011;12.869,35
01 Andalucía;2 miembros;Gasto medio por persona;2010;12.778,23
01 Andalucía;2 miembros;Gasto medio por persona;2009;13.416,47
01 Andalucía;2 miembros;Gasto medio por persona;2008;13.731,84
01 Andalucía;2 miembros;Gasto medio por persona;2007;13.160,39
01 Andalucía;2 miembros;Gasto medio por persona;2006;12.248,05
01 Andalucía;2 miembros;Gasto medio por unidad de consumo;2019;17.728,66
01 Andalucía;2 miembros;Gasto medio por unidad de consumo;2018;17.817,04
01 Andalucía;2 miembros;Gasto medio por unidad de consumo;2017;17.291,71
01 Andalucía;2 miembros;Gasto medio por unidad de consumo;2016;16.867,09
01 Andalucía;2 miembros;Gasto medio por unidad de consumo;2015;15.726,42
01 Andalucía;2 miembros;Gasto medio por unidad de consumo;2014;16.507,89
01 Andalucía;2 miembros;Gasto medio por unidad de consumo;2013;15.717,59
01 Andalucía;2 miembros;Gasto medio por unidad de consumo;2012;16.213,21
01 Andalucía;2 miembros;Gasto medio por unidad de consumo;2011;17.220,68
01 Andalucía;2 miembros;Gasto medio por unidad de consumo;2010;17.085,59
01 Andalucía;2 miembros;Gasto medio por unidad de consumo;2009;17.927,50
01 Andalucía;2 miembros;Gasto medio por unidad de consumo;2008;18.365,27
01 Andalucía;2 miembros;Gasto medio por unidad de consumo;2007;17.578,21
01 Andalucía;2 miembros;Gasto medio por unidad de consumo;2006;16.386,92
01 Andalucía;2 miembros;Índice sobre la media del gmp;2019;125,04
01 Andalucía;2 miembros;Índice sobre la media del gmp;2018;122,95
01 Andalucía;2 miembros;Índice sobre la media del gmp;2017;122,38
01 Andalucía;2 miembros;Índice sobre la media del gmp;2016;126,95
01 Andalucía;2 miembros;Índice sobre la media del gmp;2015;125,87
01 Andalucía;2 miembros;Índice sobre la media del gmp;2014;133,14
01 Andalucía;2 miembros;Índice sobre la media del gmp;2013;128,29
01 Andalucía;2 miembros;Índice sobre la media del gmp;2012;126,92
01 Andalucía;2 miembros;Índice sobre la media del gmp;2011;128,34
01 Andalucía;2 miembros;Índice sobre la media del gmp;2010;125,28
01 Andalucía;2 miembros;Índice sobre la media del gmp;2009;130,63
01 Andalucía;2 miembros;Índice sobre la media del gmp;2008;127,25
01 Andalucía;2 miembros;Índice sobre la media del gmp;2007;125,82
01 Andalucía;2 miembros;Índice sobre la media del gmp;2006;124,39
01 Andalucía;3 miembros;Gasto total;2019;21.038.947,90
01 Andalucía;3 miembros;Gasto total;2018;21.275.803,37
01 Andalucía;3 miembros;Gasto total;2017;20.174.779,85
01 Andalucía;3 miembros;Gasto total;2016;19.169.034,33
01 Andalucía;3 miembros;Gasto total;2015;18.466.553,73
01 Andalucía;3 miembros;Gasto total;2014;17.079.304,98
01 Andalucía;3 miembros;Gasto total;2013;16.989.933,29
01 Andalucía;3 miembros;Gasto total;2012;18.122.575,32
01 Andalucía;3 miembros;Gasto total;2011;19.364.043,73
01 Andalucía;3 miembros;Gasto total;2010;19.997.819,23
01 Andalucía;3 miembros;Gasto total;2009;19.626.074,28
01 Andalucía;3 miembros;Gasto total;2008;20.018.637,55
01 Andalucía;3 miembros;Gasto total;2007;19.543.072,08
01 Andalucía;3 miembros;Gasto total;2006;17.888.496,08
01 Andalucía;3 miembros;Distribución porcentual;2019;23,65
01 Andalucía;3 miembros;Distribución porcentual;2018;23,54
01 Andalucía;3 miembros;Distribución porcentual;2017;22,90
01 Andalucía;3 miembros;Distribución porcentual;2016;23,14
01 Andalucía;3 miembros;Distribución porcentual;2015;23,76
01 Andalucía;3 miembros;Distribución porcentual;2014;22,14
01 Andalucía;3 miembros;Distribución porcentual;2013;22,26
01 Andalucía;3 miembros;Distribución porcentual;2012;22,80
01 Andalucía;3 miembros;Distribución porcentual;2011;23,27
01 Andalucía;3 miembros;Distribución porcentual;2010;23,77
01 Andalucía;3 miembros;Distribución porcentual;2009;23,32
01 Andalucía;3 miembros;Distribución porcentual;2008;22,85
01 Andalucía;3 miembros;Distribución porcentual;2007;23,33
01 Andalucía;3 miembros;Distribución porcentual;2006;23,05
01 Andalucía;3 miembros;Gasto medio por hogar;2019;30.729,51
01 Andalucía;3 miembros;Gasto medio por hogar;2018;31.002,93
01 Andalucía;3 miembros;Gasto medio por hogar;2017;29.505,52
